Unnamed: 0,Book_length(mins)_overall,Book_length(mins)_avg,Price_overall,Price_avg,Review,Review10/10,Completion,Minutes_listened,Support_Request,Last_Visited_mins_Purchase_date,Target,Listening_Efficiency,Value_for_money,Listening_Ratio,Recency,Value_Score,Engagement,Needs_Support
994.0,0.7222222222222222,1620.0,1.0,12.005,0.0,8.91,1.0,1.0,0.0,0.3504761904761905,0,0.2998149290561382,37.37024221453287,0.5806451612903225,0.3504761904761905,0.5,1.0,0
1143.0,1.0,2160.0,0.1804788213627992,5.33,0.0,8.91,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
2059.0,1.0,2160.0,0.1804788213627992,5.33,0.0,8.91,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0
2882.0,0.7222222222222222,1620.0,0.2578268876611418,5.96,0.0,8.91,1.0,1.0,0.0,0.4914285714285714,0,0.2998149290561382,69.82758620689656,0.5806451612903225,0.4914285714285714,0.7950219619326501,1.0,0
3342.0,1.0,2160.0,0.1804788213627992,5.33,0.0,8.91,0.6769230769230768,0.977777777777778,0.0,1.0,0,0.219898195279963,75.07109004739337,0.488888888888889,1.0,0.5606880275211009,0.8273504273504274,0
3416.0,1.0,2160.0,0.0920810313075507,4.61,0.0,8.91,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
4949.0,1.0,2160.0,0.1804788213627992,5.33,0.0,8.91,0.123076923076923,0.1777777777777778,0.0,1.0,0,0.0399814900509023,13.649289099526069,0.0888888888888889,1.0,0.01853514140565622,0.1504273504273504,0
9011.0,0.2222222222222222,648.0,0.1804788213627992,5.33,0.0,8.91,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0
9282.0,1.0,2160.0,0.1804788213627992,5.33,0.0,8.91,0.7999999999999999,1.0,0.0,0.1257142857142857,0,0.2248958815363257,76.77725118483413,0.5,0.1257142857142857,0.6776911076443057,0.8999999999999999,0
10500.0,1.0,2160.0,0.1804788213627992,5.33,0.0,8.91,0.8307692307692307,1.0,0.0,1.0,0,0.2248958815363257,76.77725118483413,0.5,1.0,0.7037561502460098,0.9153846153846154,0
12898.0,0.1666666666666666,540.0,0.1804788213627992,5.33,0.0,8.91,0.8615384615384616,0.3111111111111111,0.0,0.1295238095238095,0,0.2794824399260628,23.88625592417061,0.2666666666666667,0.1295238095238095,0.22705548221928878,0.5863247863247864,0
16370.0,1.0,2160.0,0.1804788213627992,5.33,0.0,8.91,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0
16587.0,1.0,2160.0,1.0,12.005,0.0,8.91,1.0,1.0,0.0,0.3733333333333333,0,0.2248958815363257,37.37024221453287,0.5,0.3733333333333333,0.5,1.0,0
18065.0,0.2222222222222222,648.0,1.0,12.005,0.0,8.91,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
19313.0,1.0,2160.0,0.389195825659914,7.03,0.0,8.91,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
19996.0,0.1944444444444444,1188.0,1.0,12.005,0.0,8.91,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0
20124.0,1.0,2160.0,0.1804788213627992,5.33,0.0,8.91,0.0,0.0,0.0,0.1104761904761904,0,0.0,0.0,0.0,0.1104761904761904,0.0,0.0,0
23153.0,0.7222222222222222,1620.0,0.9600982197667282,11.68,0.0,8.91,1.0,1.0,0.0,0.0952380952380952,0,0.2998149290561382,38.32807570977918,0.5806451612903225,0.0952380952380952,0.510178515502662,1.0,0
23372.0,1.0,2160.0,0.1804788213627992,5.33,0.0,8.91,0.0,0.0,0.0,0.0038095238095238,0,0.0,0.0,0.0,0.0038095238095238,0.0,0.0,0
23757.0,1.0,2160.0,0.1804788213627992,5.33,0.0,8.91,0.0,0.0,0.0,0.0342857142857142,0,0.0,0.0,0.0,0.0342857142857142,0.0,0.0,0
24187.0,0.7222222222222222,1620.0,1.0,12.005,0.0,8.91,1.0,1.0,0.0,0.2514285714285714,0,0.2998149290561382,37.37024221453287,0.5806451612903225,0.2514285714285714,0.5,1.0,0
25850.0,0.7222222222222222,1620.0,0.1804788213627992,5.33,0.0,8.91,0.2461538461538461,0.2666666666666666,0.0,1.0,0,0.0799506477483035,20.473933649289098,0.1548387096774193,1.0,0.05560542421696865,0.2564102564102564,0
27030.0,0.5,3618.0,0.2627378759975445,12.005,0.0,8.91,0.0,0.0,0.0,0.6704761904761904,1,0.0,0.0,0.0,0.6704761904761904,0.0,0.0,0
27703.0,0.7222222222222222,1620.0,0.1804788213627992,5.33,0.0,8.91,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
29095.0,0.6111111111111112,2808.0,1.0,12.005,0.0,8.91,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0
31062.0,1.0,2160.0,0.1804788213627992,5.33,0.0,8.91,1.0,1.0,0.0,0.8685714285714285,0,0.2248958815363257,76.77725118483413,0.5,0.8685714285714285,0.8471138845553823,1.0,0
33068.0,1.0,2160.0,0.2578268876611418,5.96,0.0,8.91,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
3330.0,0.7222222222222222,1620.0,1.0,12.005,0.0,8.91,1.0,1.0,0.0,1.0,0,0.2998149290561382,37.37024221453287,0.5806451612903225,1.0,0.5,1.0,0
3699.0,1.0,2160.0,0.1804788213627992,5.33,0.0,8.91,0.0,0.0,0.0,0.0038095238095238,1,0.0,0.0,0.0,0.0038095238095238,0.0,0.0,0
4943.0,1.0,2160.0,0.1804788213627992,5.33,0.0,8.91,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
5790.0,1.0,2160.0,0.9600982197667282,11.68,0.0,8.91,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
5829.0,0.7222222222222222,1620.0,0.276243093922652,6.11,0.0,8.91,0.3692307692307692,0.4,0.0,0.0304761904761904,0,0.1199259716224552,27.34177215189873,0.23225806451612904,0.0304761904761904,0.11572427572427572,0.3846153846153846,0
7053.0,1.0,2160.0,0.1804788213627992,5.33,0.0,8.91,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
13555.0,1.0,2160.0,1.0,12.005,0.0,8.91,0.5846153846153845,0.8444444444444444,0.0,0.0038095238095238,0,0.1899120777417862,31.557093425605537,0.4222222222222222,0.0038095238095238,0.2468376068376068,0.7145299145299144,0
14162.0,1.0,2160.0,0.1804788213627992,5.33,0.0,8.91,0.123076923076923,0.1777777777777778,0.0,0.8038095238095239,0,0.0399814900509023,13.649289099526069,0.0888888888888889,0.8038095238095239,0.01853514140565622,0.1504273504273504,0
14292.0,1.0,2160.0,0.1804788213627992,5.33,0.0,8.91,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
17021.0,1.0,2160.0,0.1804788213627992,5.33,0.0,8.91,0.7076923076923076,1.0,0.0,0.7085714285714285,0,0.2248958815363257,76.77725118483413,0.5,0.7085714285714285,0.5994959798391936,0.8538461538461538,0
20156.0,1.0,2160.0,0.1804788213627992,5.33,0.0,8.91,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
20919.0,1.0,2160.0,0.1804788213627992,5.33,0.0,8.91,1.0,1.0,0.0,0.6019047619047619,0,0.2248958815363257,76.77725118483413,0.5,0.6019047619047619,0.8471138845553823,1.0,0
20998.0,1.0,2160.0,0.1804788213627992,5.33,0.0,8.91,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
24221.0,1.0,2160.0,0.1804788213627992,5.33,0.0,8.91,0.1538461538461538,0.2222222222222222,0.0,0.0533333333333333,0,0.0499768625636279,17.061611374407583,0.1111111111111111,0.0533333333333333,0.028961158446337842,0.188034188034188,0
25167.0,1.0,2160.0,0.1804788213627992,5.33,0.0,8.91,0.2153846153846154,0.3111111111111111,0.0,0.5676190476190476,0,0.0699676075890791,23.88625592417061,0.15555555555555556,0.5676190476190476,0.056763870554822196,0.26324786324786326,0
25991.0,1.0,2160.0,0.1804788213627992,5.33,0.0,8.91,1.0,1.0,0.0,1.0,0,0.2248958815363257,76.77725118483413,0.5,1.0,0.8471138845553823,1.0,0
27323.0,1.0,2160.0,0.0294659300184161,4.1,0.0,8.91,0.0,0.0,0.0,0.1485714285714285,0,0.0,0.0,0.0,0.1485714285714285,0.0,0.0,0
28685.0,0.7222222222222222,1620.0,0.2676488643339472,6.04,0.0,8.91,1.0,1.0,0.0,0.0266666666666666,0,0.2998149290561382,69.0340909090909,0.5806451612903225,0.0266666666666666,0.788861985472155,1.0,0
4481.0,1.0,2160.0,0.1804788213627992,5.33,0.0,8.91,0.2461538461538461,0.3555555555555556,0.0,1.0,0,0.0799629801018047,27.29857819905213,0.1777777777777778,1.0,0.0741405656226249,0.3008547008547009,0
4722.0,0.5740740740740741,3618.0,0.1804788213627992,12.005,0.0,8.91,0.0,0.0,0.0,0.3276190476190476,1,0.0,0.0,0.0,0.3276190476190476,0.0,0.0,0
10753.0,1.0,2160.0,0.9195825659914058,11.35,0.0,8.91,0.3076923076923077,0.4444444444444445,0.0,1.0,0,0.0999537251272559,17.489878542510123,0.22222222222222224,1.0,0.07124055988782564,0.37606837606837606,0
12413.0,0.2777777777777778,1512.0,0.597912829957029,12.005,0.0,8.91,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0
13440.0,0.7222222222222222,1620.0,0.1804788213627992,5.33,0.0,8.91,1.0,1.0,0.0,1.0,0,0.2998149290561382,76.77725118483413,0.5806451612903225,1.0,0.8471138845553823,1.0,0
14255.0,1.0,2160.0,0.1804788213627992,5.33,0.0,8.91,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
15384.0,0.7222222222222222,1620.0,0.7255985267034991,9.77,0.0,8.91,1.0,1.0,0.0,1.0,0,0.2998149290561382,45.12534818941504,0.5806451612903225,1.0,0.5795090715048025,1.0,0
17321.0,0.6111111111111112,2808.0,0.9195825659914058,12.005,0.0,8.91,0.0,0.0,0.0,0.7961904761904762,1,0.0,0.0,0.0,0.7961904761904762,0.0,0.0,0
18755.0,1.0,2160.0,0.8741559238796809,10.98,0.0,8.91,0.0,0.0,0.0,1.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0
21533.0,0.2222222222222222,648.0,0.7697974217311235,10.13,0.0,8.91,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0
22234.0,1.0,2160.0,0.1804788213627992,5.33,0.0,8.91,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
28285.0,1.0,2160.0,0.1804788213627992,5.33,0.0,8.91,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
29567.0,0.7222222222222222,1620.0,0.1804788213627992,5.33,0.0,8.91,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
31263.0,1.0,2160.0,0.1804788213627992,5.33,0.0,8.91,0.0923076923076923,0.1333333333333333,0.0,0.0457142857142857,0,0.0299861175381767,10.236966824644549,0.06666666666666665,0.0457142857142857,0.010426017040681624,0.11282051282051281,0
31659.0,0.7222222222222222,1620.0,0.1804788213627992,5.33,0.0,8.91,0.0,0.0,0.0,0.3695238095238095,0,0.0,0.0,0.0,0.3695238095238095,0.0,0.0,0
31982.0,1.0,2160.0,0.1804788213627992,5.33,0.0,8.91,0.0,0.0,0.0,1.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0
3579.0,1.0,2160.0,0.1804788213627992,5.33,0.0,8.91,0.0,0.0,0.0,0.0152380952380952,0,0.0,0.0,0.0,0.0152380952380952,0.0,0.0,0
7585.0,1.0,2160.0,0.7255985267034991,9.77,0.0,8.91,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
8000.0,1.0,2160.0,0.1804788213627992,5.33,0.0,8.91,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0
9829.0,0.7222222222222222,1620.0,0.1804788213627992,5.33,0.0,8.91,0.1846153846153846,0.2,0.0,1.0,0,0.0599629858112276,15.355450236966824,0.11612903225806452,1.0,0.03127805112204488,0.1923076923076923,0
11551.0,0.2222222222222222,648.0,1.0,12.005,0.0,8.91,1.0,1.0,0.0,0.0876190476190476,0,0.74884437596302,37.37024221453287,0.8181818181818181,0.0876190476190476,0.5,1.0,0
14333.0,1.0,2160.0,0.8741559238796809,10.98,0.0,8.91,0.0,0.0,0.0,0.518095238095238,1,0.0,0.0,0.0,0.518095238095238,0.0,0.0,0
19754.0,0.7222222222222222,1620.0,0.1804788213627992,5.33,0.0,8.91,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
22381.0,1.0,2160.0,0.1804788213627992,5.33,0.0,8.91,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
23676.0,1.0,2160.0,0.1804788213627992,5.33,0.0,8.91,1.0,1.0,0.0,1.0,0,0.2248958815363257,76.77725118483413,0.5,1.0,0.8471138845553823,1.0,0
31372.0,1.0,2160.0,0.1804788213627992,5.33,0.0,8.91,0.5538461538461538,0.8,0.0,0.2628571428571428,0,0.1799167052290606,61.4218009478673,0.4,0.2628571428571428,0.37533661346453856,0.676923076923077,0
508.0,0.4444444444444445,1080.0,0.7697974217311235,10.13,0.0,8.91,1.0,1.0,0.0,0.3085714285714285,0,0.4495837187789084,43.66576819407008,0.6923076923076923,0.3085714285714285,0.5650364203954215,1.0,0
6123.0,0.0555555555555555,324.0,0.7697974217311235,10.13,0.0,8.91,1.0,0.48,0.0,0.0,0,0.7177846153846154,20.95956873315364,0.4547368421052631,0.0,0.27121748178980226,0.74,0
10244.0,0.2222222222222222,648.0,0.7697974217311235,10.13,0.0,8.91,1.0,1.0,0.0,0.1066666666666666,0,0.74884437596302,43.66576819407008,0.8181818181818181,0.1066666666666666,0.5650364203954215,1.0,0
14843.0,0.2222222222222222,648.0,0.1804788213627992,5.33,0.0,8.91,1.0,0.6400000000000001,0.0,0.7542857142857143,0,0.4792604006163328,49.13744075829384,0.5236363636363637,0.7542857142857143,0.5421528861154448,0.8200000000000001,0
16792.0,0.5,3564.0,1.0,12.005,0.0,8.91,0.0,0.0,0.0,0.579047619047619,1,0.0,0.0,0.0,0.579047619047619,0.0,0.0,0
17056.0,0.4444444444444445,1080.0,0.7697974217311235,10.13,0.0,8.91,0.0,0.0,0.0,0.0038095238095238,1,0.0,0.0,0.0,0.0038095238095238,0.0,0.0,0
17268.0,0.4444444444444445,1080.0,0.1804788213627992,5.33,0.0,8.91,1.0,0.8666666666666667,0.0,0.0,0,0.3896392229417206,66.54028436018957,0.6,0.0,0.7341653666146646,0.9333333333333333,0
19864.0,0.1666666666666666,540.0,0.276243093922652,6.11,0.0,8.91,1.0,0.6111111111111112,0.0,0.1828571428571428,0,0.5489833641404805,41.77215189873417,0.523809523809524,0.1828571428571428,0.4788359788359789,0.8055555555555556,0
22116.0,0.2222222222222222,648.0,0.7697974217311235,10.13,0.0,8.91,1.0,1.0,0.0,0.7314285714285714,0,0.74884437596302,43.66576819407008,0.8181818181818181,0.7314285714285714,0.5650364203954215,1.0,0
22166.0,1.0,2160.0,0.1804788213627992,5.33,0.0,8.91,0.0,0.0,0.0,0.0076190476190476,1,0.0,0.0,0.0,0.0076190476190476,0.0,0.0,0
22951.0,0.7222222222222222,1620.0,0.7697974217311235,10.13,0.0,8.91,0.5846153846153845,0.6333333333333334,0.0,0.0419047619047619,0,0.1898827884022208,27.65498652291105,0.367741935483871,0.0419047619047619,0.20920835667974066,0.608974358974359,0
23058.0,1.0,2160.0,0.1804788213627992,5.33,0.0,8.91,0.0,0.0,0.0,0.2361904761904762,1,0.0,0.0,0.0,0.2361904761904762,0.0,0.0,0
23200.0,0.2222222222222222,648.0,0.7697974217311235,10.13,0.0,8.91,0.7999999999999999,0.3466666666666667,0.0,1.0,0,0.2595993836671803,15.137466307277624,0.28363636363636363,1.0,0.15670343392299688,0.5733333333333333,0
25119.0,0.7222222222222222,1620.0,0.1804788213627992,5.33,0.0,8.91,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
28244.0,0.7222222222222222,1620.0,0.1804788213627992,5.33,0.0,8.91,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
29771.0,1.0,2160.0,0.1804788213627992,5.33,0.0,8.91,0.0,0.0,0.0,1.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0
31759.0,1.0,2160.0,0.1804788213627992,5.33,0.0,8.91,0.0,0.0,0.0,1.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0
31895.0,1.0,2160.0,0.7697974217311235,10.13,0.0,8.91,0.3692307692307692,0.5333333333333333,0.0,0.0038095238095238,0,0.119944470152707,23.28840970350404,0.26666666666666666,0.0038095238095238,0.11126871047786759,0.45128205128205123,0
32669.0,0.0555555555555555,324.0,0.276243093922652,6.11,0.0,8.91,1.0,0.6466666666666666,0.0,0.0495238095238095,0,0.9670153846153844,44.202531645569614,0.6126315789473683,0.0495238095238095,0.5066955266955266,0.8233333333333333,0
33273.0,1.0,2160.0,0.1804788213627992,5.33,0.0,8.91,0.0615384615384615,0.0888888888888889,0.0,1.0,0,0.0199907450254511,6.8246445497630335,0.04444444444444445,1.0,0.004633785351414055,0.0752136752136752,0
123.0,1.0,2160.0,0.1804788213627992,5.33,0.0,8.91,0.0,0.0,0.0,0.1409523809523809,0,0.0,0.0,0.0,0.1409523809523809,0.0,0.0,0
2300.0,1.0,2160.0,0.7697974217311235,10.13,0.0,8.91,0.3076923076923077,0.4444444444444445,0.0,0.0228571428571428,0,0.0999537251272559,19.407008086253366,0.22222222222222224,0.0228571428571428,0.07726993783185251,0.37606837606837606,0
3627.0,0.7222222222222222,1620.0,0.9195825659914058,11.35,0.0,8.91,1.0,1.0,0.0,0.0342857142857142,0,0.2998149290561382,39.35222672064778,0.5806451612903225,0.0342857142857142,0.520946594179725,1.0,0
3909.0,1.0,2160.0,0.1804788213627992,5.33,0.0,8.91,1.0,1.0,0.0,0.2438095238095238,0,0.2248958815363257,76.77725118483413,0.5,0.2438095238095238,0.8471138845553823,1.0,0
5580.0,1.0,2160.0,0.1804788213627992,5.33,0.0,8.91,0.0,0.0,0.0,0.1066666666666666,1,0.0,0.0,0.0,0.1066666666666666,0.0,0.0,0
7103.0,0.7222222222222222,1620.0,0.276243093922652,6.11,0.0,8.91,0.2461538461538461,0.2666666666666666,0.0,1.0,0,0.0799506477483035,18.22784810126582,0.1548387096774193,1.0,0.05143301143301141,0.2564102564102564,0
9200.0,1.0,2160.0,0.7697974217311235,10.13,0.0,8.91,0.3999999999999999,0.5777777777777778,0.0,0.9257142857142856,0,0.1299398426654326,25.22911051212938,0.2888888888888889,0.9257142857142856,0.1305861949358307,0.4888888888888889,0
9755.0,1.0,2160.0,1.0,12.005,0.0,8.91,0.4923076923076923,0.7111111111111112,0.0,0.0114285714285714,0,0.1599259602036094,26.574394463667826,0.3555555555555556,0.0114285714285714,0.17504273504273507,0.6017094017094018,0
9972.0,0.2222222222222222,648.0,0.7255985267034991,9.77,0.0,8.91,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
11591.0,1.0,2160.0,0.1804788213627992,5.33,0.0,8.91,0.9230769230769228,1.0,0.0,0.339047619047619,0,0.2248958815363257,76.77725118483413,0.5,0.339047619047619,0.7819512780511219,0.9615384615384615,0
13079.0,0.0555555555555555,324.0,0.1804788213627992,5.33,0.0,8.91,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
13496.0,0.7222222222222222,1620.0,0.1804788213627992,5.33,0.0,8.91,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
15561.0,1.0,2160.0,0.1804788213627992,5.33,0.0,8.91,0.0,0.0,0.0,0.4533333333333333,0,0.0,0.0,0.0,0.4533333333333333,0.0,0.0,0
15739.0,0.7222222222222222,1620.0,1.0,12.005,0.0,8.91,1.0,1.0,0.0,0.5638095238095238,0,0.2998149290561382,37.37024221453287,0.5806451612903225,0.5638095238095238,0.5,1.0,0
19547.0,0.7222222222222222,1620.0,0.7697974217311235,10.13,0.0,8.91,0.0,0.0,0.0,1.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0
