Unnamed: 0,Book_length(mins)_overall,Book_length(mins)_avg,Price_overall,Price_avg,Review,Review10/10,Completion,Minutes_listened,Support_Request,Last_Visited_mins_Purchase_date,Listening_Efficiency,Value_for_money,Listening_Ratio,Recency,Value_Score,Engagement,Needs_Support
25602.0,0.7222222222222222,1620.0,0.1804788213627992,5.33,0.0,8.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
14721.0,0.5,1188.0,0.4874155923879681,7.83,0.0,8.91,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
33341.0,1.0,2160.0,0.7697974217311235,10.13,0.0,8.91,0.7384615384615384,1.0,0.0,1.0,0.2248958815363257,43.66576819407008,0.5,1.0,0.4172576642920035,0.8692307692307693,0
3697.0,0.5,1188.0,0.1804788213627992,5.33,0.0,8.91,0.1538461538461538,0.1222222222222222,0.0,0.0076190476190476,0.0499579478553406,9.383886255924171,0.0814814814814814,0.0076190476190476,0.0159286371454858,0.138034188034188,0
24435.0,1.0,2160.0,0.1804788213627992,5.33,0.0,8.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3250.0,0.5,1188.0,0.3756906077348066,6.92,0.0,8.91,0.2153846153846154,0.1711111111111111,0.0,0.419047619047619,0.0699411269974768,10.5,0.114074074074074,0.419047619047619,0.0267899632718909,0.1932478632478632,0
21898.0,1.0,2160.0,0.1804788213627992,5.33,0.0,8.91,0.0615384615384615,0.0888888888888889,0.0,0.5066666666666667,0.0199907450254511,6.8246445497630335,0.0444444444444444,0.5066666666666667,0.004633785351414,0.0752136752136752,0
10737.0,1.0,2160.0,0.3339472068753837,6.58,0.0,8.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
19282.0,1.0,2160.0,0.2246777163904236,5.69,0.0,8.91,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
33350.0,1.0,2160.0,0.7231430325352978,9.75,0.0,8.91,0.1846153846153846,0.2666666666666666,0.0,0.7657142857142857,0.0599722350763535,12.055813953488371,0.1333333333333333,0.7657142857142857,0.0285703324107314,0.2256410256410256,0
4260.0,0.0555555555555555,324.0,0.5549416820135052,8.38,0.0,8.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
28785.0,0.5,1188.0,0.1804788213627992,5.33,0.0,8.91,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
22758.0,0.7222222222222222,1620.0,0.2615101289134438,5.99,0.0,8.91,1.0,1.0,0.0,0.0495238095238095,0.2998149290561382,69.52789699570815,0.5806451612903225,0.0495238095238095,0.7927007299270074,1.0,0
33008.0,1.0,2160.0,0.1313689379987722,4.93,0.0,8.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
10619.0,0.7222222222222222,1620.0,0.5082872928176796,8.0,0.0,8.91,0.123076923076923,0.1333333333333333,0.0,0.0038095238095238,0.0399753238741517,7.199999999999999,0.0774193548387096,0.0038095238095238,0.0108800601108293,0.1282051282051281,0
3234.0,1.0,2160.0,0.1804788213627992,5.33,0.0,8.91,0.0,0.0,0.0,0.9523809523809524,0.0,0.0,0.0,0.9523809523809524,0.0,0.0,0
3205.0,0.7222222222222222,1620.0,0.5082872928176796,8.0,0.0,8.91,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.48,0.0,0.0,0
17344.0,1.0,2160.0,0.5623081645181093,8.44,0.0,8.91,0.6769230769230768,0.977777777777778,0.0,0.0076190476190476,0.219898195279963,50.33898305084746,0.488888888888889,0.0076190476190476,0.4236554329756687,0.8273504273504274,0
17890.0,0.5,1188.0,0.3118477593615716,6.4,0.0,8.91,0.3999999999999999,0.3177777777777778,0.0,0.2895238095238095,0.1298906644238856,20.870270270270268,0.2118518518518518,0.2895238095238095,0.0968947122133832,0.3588888888888888,0
33214.0,0.0555555555555555,324.0,0.1804788213627992,5.33,0.0,8.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
7693.0,1.0,2160.0,0.5082872928176796,8.0,0.0,8.91,0.8307692307692307,1.0,0.0,0.339047619047619,0.2248958815363257,54.0,0.5,0.339047619047619,0.5508030431107354,0.9153846153846154,0
31815.0,0.7222222222222222,1620.0,0.3106200122774708,6.39,0.0,8.91,0.0923076923076923,0.1,0.0,0.0,0.0299814929056138,6.576454668470907,0.0580645161290322,0.0,0.0070430553053503,0.0961538461538461,0
10087.0,0.7222222222222222,1620.0,0.1804788213627992,5.33,0.0,8.91,0.0307692307692307,0.0333333333333333,0.0,0.2438095238095238,0.0099938309685379,2.559241706161137,0.0193548387096774,0.2438095238095238,0.0008688347533901,0.032051282051282,0
9452.0,1.0,2160.0,0.1804788213627992,5.33,0.0,8.91,1.0,1.0,0.0,0.7466666666666667,0.2248958815363257,76.77725118483413,0.5,0.7466666666666667,0.8471138845553823,1.0,0
17029.0,0.7222222222222222,1620.0,1.0,12.005,0.0,8.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
31090.0,1.0,2160.0,0.0,3.86,0.0,8.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4354.0,0.7222222222222222,1620.0,0.1804788213627992,5.33,0.0,8.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
21695.0,0.5,1188.0,0.3278084714548803,6.53,0.0,8.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
33240.0,0.5,1188.0,0.1804788213627992,5.33,0.0,8.91,0.0,0.0,0.0,0.6095238095238096,0.0,0.0,0.0,0.6095238095238096,0.0,0.0,0
24866.0,0.5,1188.0,0.3756906077348066,6.92,0.0,8.91,0.0,0.0,0.0,0.8114285714285714,0.0,0.0,0.0,0.8114285714285714,0.0,0.0,0
27693.0,1.0,2160.0,0.5070595457335789,7.99,0.0,8.91,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
20980.0,0.5,1188.0,0.2615101289134438,5.99,0.0,8.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
19829.0,0.5,1188.0,0.5082872928176796,8.0,0.0,8.91,0.0,0.0,0.0,0.4266666666666666,0.0,0.0,0.0,0.4266666666666666,0.0,0.0,0
26652.0,1.0,2160.0,0.6912216083486803,9.49,0.0,8.91,0.0615384615384615,0.0888888888888889,0.0,0.0,0.0199907450254511,4.118207816968542,0.0444444444444444,0.0,0.0032343989948345,0.0752136752136752,0
1073.0,0.5,1188.0,0.1804788213627992,5.33,0.0,8.91,0.0,0.0,0.0,0.8266666666666667,0.0,0.0,0.0,0.8266666666666667,0.0,0.0,0
4004.0,1.0,2160.0,0.1804788213627992,5.33,0.0,8.91,0.0923076923076923,0.1333333333333333,0.0,0.1904761904761904,0.0299861175381767,10.236966824644549,0.0666666666666666,0.1904761904761904,0.0104260170406816,0.1128205128205128,0
31056.0,0.7222222222222222,1620.0,0.3118477593615716,6.4,0.0,8.91,0.0,0.0,0.0,0.0038095238095238,0.0,0.0,0.0,0.0038095238095238,0.0,0.0,0
13169.0,0.5,1188.0,0.1804788213627992,5.33,0.0,8.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
30852.0,0.7222222222222222,1620.0,0.4874155923879681,7.83,0.0,8.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
27422.0,0.5,1188.0,0.1804788213627992,5.33,0.0,8.91,1.0,1.0,0.0,0.3276190476190476,0.4087468460891506,76.77725118483413,0.6666666666666666,0.3276190476190476,0.8471138845553823,1.0,0
17792.0,1.0,2160.0,0.2173112338858195,5.63,0.0,8.91,0.0,0.0,0.0,0.1066666666666666,0.0,0.0,0.0,0.1066666666666666,0.0,0.0,0
28318.0,0.7222222222222222,1620.0,0.3118477593615716,6.4,0.0,8.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
14714.0,1.0,2160.0,0.1804788213627992,5.33,0.0,8.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
29089.0,1.0,2160.0,0.7378759975445058,9.87,0.0,8.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
14389.0,1.0,2160.0,0.5082872928176796,8.0,0.0,8.91,0.3076923076923077,0.4444444444444445,0.0,0.6819047619047619,0.0999537251272559,24.0,0.2222222222222222,0.6819047619047619,0.0906671675902445,0.376068376068376,0
23101.0,0.6481481481481481,3618.0,0.1804788213627992,12.005,0.0,8.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
16995.0,0.5,1188.0,0.7697974217311235,10.13,0.0,8.91,0.0,0.0,0.0,0.1066666666666666,0.0,0.0,0.0,0.1066666666666666,0.0,0.0,0
