Unnamed: 0,Book_length(mins)_overall,Book_length(mins)_avg,Price_overall,Price_avg,Review,Review10/10,Completion,Minutes_listened,Support_Request,Last_Visited_mins_Purchase_date,Target,Listening_Efficiency,Value_for_money
994.0,0.7222222222222222,1620.0,0.9999999999999999,12.004999999999999,0.0,8.91,1.0,1.0,0.0,0.3504761904761905,0,0.2998149290561382,37.37024221453287
1143.0,1.0,2160.0,0.18047882136279925,5.33,0.0,8.91,0.0,0.0,0.0,0.0,0,0.0,0.0
2059.0,1.0,2160.0,0.18047882136279925,5.33,0.0,8.91,0.0,0.0,0.0,1.0,0,0.0,0.0
2882.0,0.7222222222222222,1620.0,0.2578268876611418,5.96,0.0,8.91,1.0,1.0,0.0,0.49142857142857144,0,0.2998149290561382,69.82758620689656
3342.0,1.0,2160.0,0.18047882136279925,5.33,0.0,8.91,0.6769230769230768,0.9777777777777779,0.0,1.0,0,0.219898195279963,75.07109004739337
3416.0,1.0,2160.0,0.09208103130755074,4.61,0.0,8.91,0.0,0.0,0.0,0.0,0,0.0,0.0
4949.0,1.0,2160.0,0.18047882136279925,5.33,0.0,8.91,0.12307692307692307,0.1777777777777778,0.0,1.0,0,0.03998149005090236,13.649289099526067
9011.0,0.22222222222222227,648.0,0.18047882136279925,5.33,0.0,8.91,0.0,0.0,0.0,0.0,1,0.0,0.0
9282.0,1.0,2160.0,0.18047882136279925,5.33,0.0,8.91,0.7999999999999999,1.0,0.0,0.12571428571428572,0,0.22489588153632578,76.77725118483413
10500.0,1.0,2160.0,0.18047882136279925,5.33,0.0,8.91,0.8307692307692307,1.0,0.0,1.0,0,0.22489588153632578,76.77725118483413
12898.0,0.16666666666666669,540.0,0.18047882136279925,5.33,0.0,8.91,0.8615384615384616,0.3111111111111111,0.0,0.1295238095238095,0,0.2794824399260628,23.886255924170612
16370.0,1.0,2160.0,0.18047882136279925,5.33,0.0,8.91,0.0,0.0,0.0,0.0,1,0.0,0.0
16587.0,1.0,2160.0,0.9999999999999999,12.004999999999999,0.0,8.91,1.0,1.0,0.0,0.37333333333333335,0,0.22489588153632578,37.37024221453287
18065.0,0.22222222222222227,648.0,0.9999999999999999,12.004999999999999,0.0,8.91,0.0,0.0,0.0,0.0,0,0.0,0.0
19313.0,1.0,2160.0,0.38919582565991406,7.03,0.0,8.91,0.0,0.0,0.0,0.0,0,0.0,0.0
19996.0,0.19444444444444448,1188.0,0.9999999999999999,12.004999999999999,0.0,8.91,0.0,0.0,0.0,0.0,1,0.0,0.0
20124.0,1.0,2160.0,0.18047882136279925,5.33,0.0,8.91,0.0,0.0,0.0,0.11047619047619048,0,0.0,0.0
23153.0,0.7222222222222222,1620.0,0.9600982197667282,11.68,0.0,8.91,1.0,1.0,0.0,0.09523809523809523,0,0.2998149290561382,38.32807570977918
23372.0,1.0,2160.0,0.18047882136279925,5.33,0.0,8.91,0.0,0.0,0.0,0.0038095238095238095,0,0.0,0.0
23757.0,1.0,2160.0,0.18047882136279925,5.33,0.0,8.91,0.0,0.0,0.0,0.03428571428571429,0,0.0,0.0
24187.0,0.7222222222222222,1620.0,0.9999999999999999,12.004999999999999,0.0,8.91,1.0,1.0,0.0,0.25142857142857145,0,0.2998149290561382,37.37024221453287
25850.0,0.7222222222222222,1620.0,0.18047882136279925,5.33,0.0,8.91,0.24615384615384614,0.26666666666666666,0.0,1.0,0,0.07995064774830352,20.473933649289098
27030.0,0.5,3618.0,0.2627378759975445,12.004999999999999,0.0,8.91,0.0,0.0,0.0,0.6704761904761904,1,0.0,0.0
27703.0,0.7222222222222222,1620.0,0.18047882136279925,5.33,0.0,8.91,0.0,0.0,0.0,0.0,0,0.0,0.0
29095.0,0.6111111111111112,2808.0,0.9999999999999999,12.004999999999999,0.0,8.91,0.0,0.0,0.0,0.0,1,0.0,0.0
31062.0,1.0,2160.0,0.18047882136279925,5.33,0.0,8.91,1.0,1.0,0.0,0.8685714285714285,0,0.22489588153632578,76.77725118483413
33068.0,1.0,2160.0,0.2578268876611418,5.96,0.0,8.91,0.0,0.0,0.0,0.0,0,0.0,0.0
3330.0,0.7222222222222222,1620.0,0.9999999999999999,12.004999999999999,0.0,8.91,1.0,1.0,0.0,1.0,0,0.2998149290561382,37.37024221453287
3699.0,1.0,2160.0,0.18047882136279925,5.33,0.0,8.91,0.0,0.0,0.0,0.0038095238095238095,1,0.0,0.0
4943.0,1.0,2160.0,0.18047882136279925,5.33,0.0,8.91,0.0,0.0,0.0,0.0,0,0.0,0.0
5790.0,1.0,2160.0,0.9600982197667282,11.68,0.0,8.91,0.0,0.0,0.0,0.0,0,0.0,0.0
5829.0,0.7222222222222222,1620.0,0.276243093922652,6.11,0.0,8.91,0.3692307692307692,0.4,0.0,0.030476190476190476,0,0.11992597162245527,27.341772151898734
7053.0,1.0,2160.0,0.18047882136279925,5.33,0.0,8.91,0.0,0.0,0.0,0.0,0,0.0,0.0
13555.0,1.0,2160.0,0.9999999999999999,12.004999999999999,0.0,8.91,0.5846153846153845,0.8444444444444444,0.0,0.0038095238095238095,0,0.1899120777417862,31.557093425605537
14162.0,1.0,2160.0,0.18047882136279925,5.33,0.0,8.91,0.12307692307692307,0.1777777777777778,0.0,0.8038095238095239,0,0.03998149005090236,13.649289099526067
14292.0,1.0,2160.0,0.18047882136279925,5.33,0.0,8.91,0.0,0.0,0.0,0.0,0,0.0,0.0
